,EdLevel,EdLevelClean
5313,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5314,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5315,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5316,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5317,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5318,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5319,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5320,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5321,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5322,Some college/university study without earning a degree,Some college (no degree)
5323,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5324,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5325,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5326,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5327,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5328,Some college/university study without earning a degree,Some college (no degree)
5329,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5330,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5331,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5332,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
5333,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5334,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5335,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
5336,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5337,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5338,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5339,Some college/university study without earning a degree,Some college (no degree)
5340,"Associate degree (A.A., A.S., etc.)",Associate degree
5341,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5342,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5343,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5344,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5345,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5346,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5347,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5348,Some college/university study without earning a degree,Some college (no degree)
5349,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5350,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5351,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5352,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5353,Some college/university study without earning a degree,Some college (no degree)
5354,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5355,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5356,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5357,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5358,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5359,"Associate degree (A.A., A.S., etc.)",Associate degree
5360,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5361,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5362,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5363,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5364,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5365,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5366,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5367,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5368,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5369,Some college/university study without earning a degree,Some college (no degree)
5370,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5371,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5372,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5373,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5374,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5375,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5376,Some college/university study without earning a degree,Some college (no degree)
5377,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5378,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5379,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5380,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5381,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5382,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5383,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5384,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
5385,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5386,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5387,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5388,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5389,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5390,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5391,Some college/university study without earning a degree,Some college (no degree)
5392,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5393,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5394,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5395,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5396,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5397,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5398,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5399,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5400,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5401,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5402,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5403,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5404,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
5405,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5406,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5407,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5408,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5409,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5410,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5411,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5412,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5413,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5414,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5415,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5416,Some college/university study without earning a degree,Some college (no degree)
5417,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5418,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5419,Some college/university study without earning a degree,Some college (no degree)
5420,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5421,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5422,Some college/university study without earning a degree,Some college (no degree)
5423,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5424,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5425,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5426,Primary/elementary school,Primary/elementary school
5427,Some college/university study without earning a degree,Some college (no degree)
5428,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5429,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5430,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5431,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5432,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5433,Some college/university study without earning a degree,Some college (no degree)
5434,Some college/university study without earning a degree,Some college (no degree)
5435,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5436,Some college/university study without earning a degree,Some college (no degree)
5437,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5438,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5439,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5440,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5441,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5442,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5443,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5444,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5445,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5446,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5447,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5448,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5449,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5450,Some college/university study without earning a degree,Some college (no degree)
5451,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5452,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5453,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5454,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5455,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5456,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5457,Some college/university study without earning a degree,Some college (no degree)
5458,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
5459,Some college/university study without earning a degree,Some college (no degree)
5460,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5461,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5462,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5463,Some college/university study without earning a degree,Some college (no degree)
5464,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5465,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5466,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5467,Some college/university study without earning a degree,Some college (no degree)
5468,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5469,Some college/university study without earning a degree,Some college (no degree)
5470,Some college/university study without earning a degree,Some college (no degree)
5471,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5472,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5473,Some college/university study without earning a degree,Some college (no degree)
5474,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5475,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5476,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5477,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5478,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5479,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5480,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5481,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5482,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5483,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5484,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5485,Some college/university study without earning a degree,Some college (no degree)
5486,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5487,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5488,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5489,Some college/university study without earning a degree,Some college (no degree)
5490,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5491,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5492,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5493,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5494,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5495,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5496,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5497,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5498,"Associate degree (A.A., A.S., etc.)",Associate degree
5499,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5500,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5501,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5502,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5503,Some college/university study without earning a degree,Some college (no degree)
5504,Some college/university study without earning a degree,Some college (no degree)
5505,Some college/university study without earning a degree,Some college (no degree)
5506,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
5507,Some college/university study without earning a degree,Some college (no degree)
5508,"Associate degree (A.A., A.S., etc.)",Associate degree
5509,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5510,Something else,Something else
5511,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5512,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5513,Some college/university study without earning a degree,Some college (no degree)
5514,Some college/university study without earning a degree,Some college (no degree)
5515,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5516,"Associate degree (A.A., A.S., etc.)",Associate degree
5517,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5518,Some college/university study without earning a degree,Some college (no degree)
5519,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5520,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5521,Some college/university study without earning a degree,Some college (no degree)
5522,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5523,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5524,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5525,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5526,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5527,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5528,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
5529,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5530,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5531,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5532,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5533,Some college/university study without earning a degree,Some college (no degree)
5534,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5535,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5536,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5537,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5538,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5539,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5540,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5541,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5542,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
5543,"Associate degree (A.A., A.S., etc.)",Associate degree
5544,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
5545,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
